hospital,highest_bill
"and Martin Garrett Hall,",2208.51
"and Martin Johnson, Ochoa",3646.43
"and Martin Logan, Case",16689.80
"and Martin Marsh Wall,",18283.96
"and Martin Olson, Hurst",6202.93
"and Martin Rodgers, Delgado",27997.67
"and Martin Rosario, Waller",24682.84
"and Martin Santos Smith,",30977.19
"and Martin Smith Walker,",16675.30
"and Martin Sons",30741.52
"and Martin Williams Walker,",33044.50
"and Martin Wilson Henderson,",32688.33
"and Martin, Brown Walsh",36380.40
"and Martin, Clark Smith",5963.66
"and Martin, Davidson Cox",48274.35
"and Martin, Jones Moody",42622.68
"and Martin, Jones Zamora",17572.05
"and Martin, Simpson Hall",2570.48
"and Martin, Stone Ferrell",17577.87
"and Martinez Brown, Grant",35281.55
"and Martinez Burton Weaver,",11307.45
"and Martinez Carr Mullins,",32303.84
"and Martinez Gibson, Sanders",23550.68
"and Martinez Johnson Michael,",1782.99
"and Martinez Jones Bates,",42209.41
"and Martinez Little Campbell,",1657.47
"and Martinez Logan, Andrade",7350.79
"and Martinez Nguyen, Velez",9927.58
"and Martinez Padilla, Barnett",7663.48
"and Martinez Perkins Gibson,",47459.96
"and Martinez Reyes, Rhodes",21973.19
"and Martinez Rivera Lang,",4402.76
"and Martinez Skinner Good,",47338.39
"and Martinez Sons",39484.66
"and Martinez Stevenson, Montoya",27592.47
"and Martinez Sullivan, Ward",20714.44
"and Martinez Wright, Kline",5841.42
"and Martinez, Brown Trevino",2352.12
"and Martinez, Davis Luna",38250.25
"and Martinez, Decker Mccarthy",47538.96
"and Martinez, Flores Rasmussen",23973.30
"and Martinez, Jennings Pearson",49511.40
"and Martinez, Mckinney Winters",20358.74
"and Martinez, Shaw Abbott",12825.91
"and Mason Hampton Kidd,",27599.97
"and Mason Robles Perez,",10341.72
"and Mason Smith Chase,",5517.39
"and Mason Sons",14727.99
"and Mason Stewart Gardner,",30715.84
"and Mason, Conway Scott",31369.23
"and Mason, Lam Roy",16628.64
"and Massey Grant, Vega",19559.01
"and Massey May Lopez,",25707.19
"and Massey Pitts Lang,",25214.14
"and Massey Sons",34846.04
"and Massey, Shaffer Simmons",12717.38
"and Mata Glenn, Smith",38514.83
"and Mathews, Williams Mcdowell",48004.49
"and Mathis, Chen Nash",6708.55
"and Mathis, Garcia Bell",12132.83
"and Mathis, Leach Davis",17039.39
"and Mathis, Lewis Hudson",36926.18
"and Matthews Sons",8353.13
"and Matthews Stone, Oconnor",6933.50
"and Matthews, Mcguire Williams",36013.27
"and Matthews, Wright Lambert",10609.31
"and Maxwell Elliott Moore,",44501.45
"and Maxwell Herring, Chapman",40098.91
"and Maxwell Sons",31296.01
"and Maxwell Vega, Ferguson",27717.29
"and Maxwell, Alvarez Turner",19853.32
"and Maxwell, Barton Jones",24507.72
"and May Chavez Collins,",49182.56
"and May Cox, Miller",34390.89
"and May Douglas, Perry",45174.27
"and May Lewis Cook,",49370.08
"and May Sons",2207.03
"and May, Evans Murillo",26941.99
"and May, Olson Wright",14829.33
"and Mayer Chavez Cooper,",42044.02
"and Maynard Anderson Bender,",30153.55
"and Maynard, Edwards Adams",42644.18
"and Mayo Chen, Murray",49400.21
"and Mayo Griffin, Franklin",35478.66
"and Mayo Thomas, Schneider",28686.13
"and Mayo, Juarez Wade",11919.74
"and Mays Johnson Daugherty,",26036.25
"and Mays Sons",34549.90
"and Mays, Conner Gibson",21415.02
"and Mcbride Thompson Carter,",14354.06
"and Mccann Hess Jones,",31655.18
"and Mccann Snow, Fisher",20152.84
"and Mccarthy Hernandez House,",35787.48
"and Mccarty Mata Lewis,",16536.70
"and Mccarty, Boyle Webster",43446.93
"and Mcclain Jones, Case",27960.78
"and Mcclain, Ramos Salas",4536.95
"and Mcclain, Vasquez Villanueva",46011.39
"and Mcclain, Williams Davis",17060.07
"and Mcclure White Boone,",21784.45
"and Mcconnell Thomas Bennett,",40787.34
"and Mcconnell, Johnson Kim",10312.44
"and Mccormick Nelson, Parker",1130.06
"and Mccormick Sons",27473.75
"and Mccormick, Green Wallace",39901.67
"and Mccormick, Lucas Lowery",44942.19
"and Mccoy Sons",38950.29
"and Mccoy, Brooks Rivera",20848.63
"and Mccoy, Wyatt Williams",43943.59
"and Mcdaniel Sons",22570.59
"and Mcdaniel Swanson Carter,",19746.30
"and Mcdaniel, Levy Webb",15254.97
"and Mcdonald Bridges, Turner",26959.84
"and Mcdonald King Dunn,",15938.19
"and Mcdonald Miller Hernandez,",33348.04
"and Mcdonald Patterson Patel,",13301.33
"and Mcdonald Sons",39348.71
"and Mcdonald Taylor, Pitts",10556.98
"and Mcdonald Williams Bentley,",2900.53
"and Mcdonald, Clark Martin",29231.10
"and Mcdowell, Cook Green",9448.63
"and Mcfarland Baker Wright,",31734.89
"and Mcgee Sons",8884.04
"and Mcgee Sullivan Green,",49657.27
"and Mcgrath Rice Wilson,",18963.49
"and Mcgrath Zamora, Parker",11277.36
"and Mcguire Gallegos, Martinez",2941.56
"and Mcguire Smith, Smith",48635.49
"and Mcguire Sons",3000.59
"and Mcguire Thomas, Martinez",43516.19
"and Mcintosh Sons",10979.47
"and Mcintosh Stone, Serrano",7447.08
"and Mcintyre Alexander Graham,",5949.78
"and Mcintyre Russell, Tucker",32947.41
"and Mckay Norris Wall,",20689.51
"and Mckay, Morrow Myers",9609.52
"and Mckee Sons",6182.99
"and Mckenzie Frazier, Paul",34204.33
"and Mckenzie Mullen Moore,",33147.86
"and Mckenzie, Rodriguez Crawford",16742.56
"and Mckinney Herring, Hodges",19116.60
"and Mckinney, Ruiz Evans",10803.21
"and Mcknight Robinson, Castro",34147.95
"and Mcknight, Wilson Acevedo",44685.04
"and Mclaughlin Cruz Schmidt,",41635.55
"and Mclaughlin Johnson Baker,",12292.47
"and Mclaughlin Martin Morrow,",5379.67
"and Mclaughlin Powers Stevens,",21633.33
"and Mclaughlin Sons",46028.30
"and Mclean Brown, Martinez",40080.94
"and Mclean White Wilson,",18560.01
"and Mcmahon Sons",42825.38
"and Mcneil Sons",19256.06
"and Mcpherson Butler, Robinson",47256.79
"and Mcpherson Hinton Koch,",34652.78
"and Mcpherson, Reyes Davis",26611.00
"and Meadows Sons",22944.44
"and Meadows Watkins Lyons,",7252.63
"and Meadows, Thomas Vaughn",17172.01
"and Medina Anderson, Brown",22703.53
"and Medina Morgan, Whitehead",5826.24
"and Medina Rhodes, Griffin",21931.73
"and Medina, Martinez Sanchez",34712.75
"and Mejia Johnson Clark,",36973.34
"and Mejia Vincent Young,",18189.55
"and Melendez Franco Mcclure,",17528.15
"and Melendez Sons",33240.25
"and Melton English West,",49959.26
"and Melton, Evans Foley",38709.02
"and Melton, Lee Williams",47504.71
"and Mendez Brown Reed,",29676.42
"and Mendez Sons",2229.31
"and Mendoza Banks, Moore",37683.38
"and Mendoza Clarke Tucker,",13168.46
"and Mendoza Mathews, Holloway",44640.43
"and Mendoza Mcclain, Steele",41939.35
"and Mendoza Rich Morales,",25574.13
"and Mendoza Sons",9144.11
"and Mendoza, Keith Johnson",24222.06
"and Mendoza, Taylor Joseph",22241.39
"and Mendoza, Thomas Little",11483.87
"and Merritt Lowe Martin,",24727.49
"and Merritt Shannon Duncan,",18845.00
"and Merritt Turner, Sanders",32474.90
"and Meyer Lewis Davis,",15307.67
"and Meyer Mcintyre, Gardner",23850.96
"and Meyer Salazar Harrison,",38892.48
"and Meyer Sons",24129.72
"and Meyer, Clark Contreras",4356.81
"and Meyer, Snow Atkinson",47296.80
"and Meyers, Curtis Bowers",33898.39
"and Meyers, Gonzalez Green",48117.36
"and Meyers, Mckinney Reed",7011.15
"and Meza, King Green",13154.89
"and Michael, Rogers Smith",36801.64
"and Michael, Wagner Clarke",18119.66
"and Miles King, Hancock",5840.36
"and Miles, Lyons Foster",14814.28
"and Miller Braun Benjamin,",44370.40
"and Miller Brown Peters,",6892.06
"and Miller Brown, Cannon",24309.77
"and Miller Clark Evans,",31023.79
"and Miller Collins Greene,",30812.94
"and Miller Davis Luna,",6153.78
"and Miller Davis, Oconnor",34639.17
"and Miller Dyer Black,",15998.74
"and Miller Franklin, Marshall",11772.49
"and Miller Gill Davenport,",25995.91
"and Miller Gonzales Estrada,",24382.72
"and Miller Hamilton Woodard,",6245.54
"and Miller Hammond, Hill",47621.06
"and Miller Hancock, Contreras",41237.22
"and Miller Jacobs, Miller",3596.17
"and Miller Lewis Rodriguez,",5770.04
"and Miller Maynard, King",42763.86
"and Miller Montoya, Small",38270.27
"and Miller Morris, Young",31928.85
"and Miller Pierce, Morales",40294.77
"and Miller Prince Rodriguez,",10767.38
"and Miller Pugh, Cervantes",8267.91
"and Miller Reed Jacobs,",19169.14
"and Miller Scott, Williams",21144.73
"and Miller Sons",46683.52
"and Miller Thomas, Lucero",25117.36
"and Miller Velazquez Lambert,",35687.15
"and Miller Williams, Phillips",46322.48
"and Miller, Bass Morris",30447.25
"and Miller, Berry Hall",35237.07
"and Miller, Calhoun Riley",48594.96
"and Miller, Chavez Meyers",34772.46
"and Miller, Ford Williams",11481.13
"and Miller, Golden Gibbs",49306.90
"and Miller, Gonzales Rodriguez",27619.60
"and Miller, Gonzalez Hall",39533.21
"and Miller, Griffith Ochoa",28235.72
"and Miller, Guzman Jones",18751.85
"and Miller, Johnson Hays",28472.41
"and Miller, Murphy Taylor",38242.21
"and Miller, Olson Olson",5692.91
"and Miller, Patton Hartman",2779.89
"and Miller, Porter Mason",10229.14
"and Miller, Reed Thompson",34176.47
"and Miller, Smith Wall",17052.92
"and Miller, Stewart Palmer",31312.55
"and Miller, Vega Jones",41622.24
"and Miller, Wallace Lucas",36676.45
"and Mills Brooks Trujillo,",11885.21
"and Mills Hall, Arnold",5225.06
"and Mills, Williams Elliott",25325.12
"and Miranda Kane Fuentes,",44224.66
"and Miranda Pacheco Whitehead,",21696.64
"and Miranda Pacheco, Drake",22734.46
"and Miranda Smith Reese,",44705.52
"and Mitchell Clayton, White",27992.08
"and Mitchell Dean Coleman,",25918.71
"and Mitchell Hayes Jones,",48995.88
"and Mitchell Johnson, Brown",16510.55
"and Mitchell Kelly, Walker",30217.70
"and Mitchell Nelson, Levy",2147.61
"and Mitchell Scott Cruz,",21848.31
"and Mitchell Snyder Miller,",46415.06
"and Mitchell Sons",26725.66
"and Mitchell White Mendez,",27975.33
"and Mitchell, Alvarez Wilson",6040.56
"and Mitchell, Elliott Ali",38006.30
"and Mitchell, Kirby Hayes",17128.28
"and Mitchell, Lopez Nunez",48629.97
"and Mitchell, Miller Warner",48220.37
"and Mitchell, Ryan Ramirez",23544.87
"and Mitchell, Yang Garner",38465.48
"and Molina Cameron Evans,",5735.19
"and Molina Foley Valdez,",16244.74
"and Molina Hernandez, Rhodes",26579.66
"and Molina Mcguire Watson,",42341.41
"and Molina Sons",17113.12
"and Molina, Gilmore Sims",20567.26
"and Monroe Bartlett, Lawson",7212.00
"and Monroe Sons",22693.31
"and Monroe, Murphy Deleon",34994.30
"and Montes Graves, Thomas",10300.66
"and Montes Marshall Valdez,",6035.46
"and Montgomery Day Pierce,",34468.36
"and Montgomery Travis Maxwell,",35486.95
"and Montgomery, Gonzalez Montgomery",22247.81
"and Montoya Flores, Boyer",14640.01
"and Montoya Taylor Barnett,",12647.82
"and Montoya, Walters Williams",22259.67
"and Moody Ferguson Baldwin,",43657.86
"and Moody Jones, Carney",30261.78
"and Moody Landry, Miller",18939.47
"and Moody Sons",15659.46
"and Moody, Cochran Alexander",44470.71
"and Moody, Lowe Rivera",12573.01
"and Moody, Smith Flores",24191.67
"and Moon, Moss Ray",11452.47
"and Moore Anderson, Hardin",49438.55
"and Moore Baker Lee,",34516.47
"and Moore Cox, Duffy",23022.85
"and Moore Elliott, Bush",13753.31
"and Moore Galloway Moss,",22766.59
"and Moore Hansen, Pena",40078.60
"and Moore Hughes, White",38533.35
"and Moore Hunt Mccullough,",4130.22
"and Moore Hunter, Jenkins",43991.63
"and Moore Jackson, Rojas",13385.89
"and Moore Keller Zimmerman,",44163.61
"and Moore Manning Adkins,",15268.62
"and Moore Martinez Owens,",46576.02
"and Moore Osborne, Hanson",7249.80
"and Moore Park Smith,",46101.80
"and Moore Rodriguez Jensen,",39965.97
"and Moore Rollins, Martin",46041.36
"and Moore Sons",35821.65
"and Moore Tate, Hooper",49489.38
"and Moore Tyler, Robertson",22685.48
"and Moore Wiggins, Rubio",38650.69
"and Moore Williams Moore,",44950.30
"and Moore, Ballard Johnson",43298.43
"and Moore, Cunningham Clayton",10850.75
"and Moore, Davis Olson",5471.28
"and Moore, Hunt Allen",38010.54
"and Moore, Johnson Curry",25615.89
"and Moore, Larson Moore",21705.28
"and Moore, Logan Patel",38271.84
"and Moore, Lucas Harris",47169.34
"and Moore, Murphy Murphy",6241.91
"and Moore, Price White",15378.36
"and Moore, Spence Miller",40975.33
"and Moore, Williams Edwards",46462.01
"and Mora Galloway Aguirre,",22861.19
"and Mora, Edwards Skinner",36911.82
"and Morales Castillo, Gonzalez",7560.64
"and Morales Jennings Cook,",34774.35
"and Morales Mcdowell, Mccarthy",23459.48
"and Morales Noble Walton,",46971.82
"and Morales Palmer Thompson,",4672.05
"and Morales Wright Travis,",47358.09
"and Morales, Davis Gross",12276.61
"and Morales, Johnson Davidson",7328.08
"and Morales, Olson Norris",14263.70
"and Morales, Romero Rhodes",37770.82
"and Moran, Wallace Quinn",3180.36
"and Moreno Crosby Young,",26196.36
"and Moreno Fields Sutton,",31519.61
"and Moreno Sons",1031.62
"and Morgan Johnson, Williams",43489.63
"and Morgan Jones, Matthews",15207.55
"and Morgan Oconnor, Olson",43632.72
"and Morgan Sims Harris,",46795.22
"and Morgan Sons",26943.49
"and Morgan Williams Wilson,",15878.13
"and Morgan, Anderson Atkins",10616.60
"and Morgan, Holmes Hamilton",33687.89
"and Morgan, Rowland Herman",33304.09
"and Morgan, Scott Martinez",36681.95
"and Morgan, Smith Patterson",41904.25
"and Morris Anderson, Prince",9359.90
"and Morris Bonilla, Ross",4655.91
"and Morris Davis, Soto",46057.54
"and Morris Mullins, Hernandez",44863.65
"and Morris Smith Wall,",35977.58
"and Morris Spence Gonzalez,",19093.89
"and Morris Wallace Duncan,",1474.18
"and Morris, Baker Rodgers",19874.35
"and Morris, Hoffman Clarke",30268.43
"and Morris, Kim Nelson",27508.98
"and Morrison Christensen, Kent",16826.01
"and Morrison Gomez Gonzalez,",22370.70
"and Morrison Ho Woods,",5349.06
"and Morrison Lang Foley,",22894.48
"and Morrison Wright, Mcfarland",48882.90
"and Morrison, Stewart Conley",8035.00
"and Morrow, Jennings Fisher",11317.84
"and Morse King Combs,",44856.87
"and Morse May Vance,",31921.69
"and Morton, Thompson Wilson",24356.36
"and Moses Mccall Acosta,",2334.22
"and Mosley Williams Cameron,",10324.87
"and Mosley, Bennett Fletcher",28688.42
"and Mosley, Williams Russell",10769.29
"and Moss Garcia, Williams",41077.32
"and Moyer Holden Bishop,",19292.27
"and Moyer Powell, Padilla",6239.65
"and Moyer, Robinson Henry",25685.16
"and Mueller Thompson, Abbott",27551.63
"and Mueller, Griffin Casey",46816.49
"and Mullen Jackson Sanders,",37950.87
"and Mullins Burns, Fry",4803.28
"and Munoz Choi, Owen",34727.62
"and Munoz Foster, Bird",17255.83
"and Munoz Perry, Burns",28611.15
"and Munoz Sons",40518.13
"and Munoz Woods, Gordon",27540.22
"and Munoz, Stevens Adkins",25593.00
"and Munoz, Washington Ho",47405.51
"and Murphy Doyle, Johnson",17676.23
"and Murphy Garcia Scott,",26545.06
"and Murphy Nguyen, Davis",28188.13
"and Murphy Phillips Cunningham,",37371.92
"and Murphy Sons",50094.27
"and Murphy Williams, Reyes",12499.52
"and Murphy, Elliott Mccarty",22998.41
"and Murphy, Nguyen George",45972.01
"and Murphy, Reed Stevens",38008.48
"and Murray Clark, Bradley",19117.68
"and Murray Greene Wolfe,",1262.95
"and Murray Huang, Wilson",33689.25
"and Murray Jackson Reyes,",44467.61
"and Murray Parrish, Jones",27152.77
"and Murray Sons",8283.99
"and Murray Williams, Sellers",28773.24
"and Myers Blanchard Walker,",30759.19
"and Myers Collins, Griffin",15352.19
"and Myers Crawford Scott,",22682.85
"and Myers Hernandez, Moore",43682.17
"and Myers Jimenez, Gray",32659.11
"and Myers Johnson Cummings,",24534.94
"and Myers Jones, Lee",41282.15
"and Myers Martin Glover,",22757.16
"and Myers Murray Alvarez,",47375.20
"and Myers Robbins, Frank",48809.66
"and Myers Sons",49618.22
"and Myers Thomas, Burns",26070.64
"and Myers Turner, Garcia",912.84
"and Myers, Lopez Perkins",38142.59
"and Myers, Smith Miller",35038.05
"and Myers, Vargas Sharp",30257.89
"and Navarro Dean Scott,",35226.87
"and Navarro, Santana Young",30365.80
"and Neal Barrett, Bailey",10484.92
"and Neal Bowen, Snyder",25410.70
"and Neal Vargas, Welch",40786.35
"and Neal, Cook Garcia",7587.35
"and Neal, Jones White",29519.87
"and Nelson Blake, Gutierrez",38101.63
"and Nelson Cox Hoover,",27050.25
"and Nelson Franklin Hale,",41678.07
"and Nelson Graves, Clay",44706.15
"and Nelson Jacobs Johnson,",4957.96
"and Nelson Mcdonald, Cooper",2603.93
"and Nelson Parker Williams,",44248.06
"and Nelson Price, Parker",30274.62
"and Nelson Rice, Hamilton",27010.82
"and Nelson Robinson, Tanner",36976.43
"and Nelson Sons",45399.23
"and Nelson Taylor, Gordon",5354.20
"and Nelson, Cain Salazar",8673.98
"and Nelson, Cantrell Herman",15882.98
"and Nelson, Graves Flowers",13459.66
"and Nelson, Mitchell Powers",19222.81
"and Nelson, Montgomery Murphy",40043.00
"and Newman Cruz Hayes,",29179.91
"and Newman Perez Cunningham,",7798.81
"and Newman Sons",38795.87
"and Newman, James Edwards",34602.11
"and Newton Campbell Sullivan,",45247.00
"and Newton, Cook Moreno",40002.88
"and Newton, Ramirez Smith",38841.44
"and Nguyen Boyer Davis,",45494.07
"and Nguyen Monroe Lang,",23514.57
"and Nguyen Morris, Carter",18528.30
"and Nguyen Ortega Harris,",30519.82
"and Nguyen Rodriguez, Elliott",43431.32
"and Nguyen Salazar Johnson,",19688.81
"and Nguyen Sons",49233.77
"and Nguyen Williams, Watson",21254.74
"and Nguyen, Garner Johnson",23831.42
"and Nguyen, Nguyen Frank",22633.45
"and Nguyen, Santiago Richardson",44622.44
"and Nguyen, Williams Holmes",13309.29
"and Nichols, Carlson Bridges",45844.83
"and Nichols, Henry Clark",7826.12
"and Nichols, Zuniga White",17821.81
"and Nicholson Ellis Moreno,",11001.83
"and Nicholson Olson, Reed",20505.09
"and Nicholson, Payne Richmond",3753.43
"and Nixon, Kerr Henderson",1738.18
"and Noble Williams Gonzalez,",48864.41
"and Nolan Sons",46518.52
"and Nolan Wilson Mitchell,",28620.79
"and Norris Hill, Sanders",6455.86
"and Norris Jackson Zimmerman,",42090.48
"and Norris Sons",46360.55
"and Norris Wilson Shah,",6070.96
"and Norris, Duncan Marshall",44485.74
"and Norris, Fuller Gray",24651.50
"and Norris, Reyes Ramirez",20332.91
"and Norton Simon, Wolf",30766.32
"and Norton Sons",44224.18
"and Novak Lee Fernandez,",26167.49
"and Nunez Dixon Gonzalez,",27301.42
"and Nunez Watson, Brown",20100.80
"and Nunez, Knapp Diaz",8131.03
"and Obrien Cuevas, Rogers",44625.06
"and Obrien Estrada Douglas,",4174.61
"and Obrien Huynh Mason,",11757.12
"and Obrien Moore, Mccann",7956.65
"and Obrien Sons",6407.19
"and Obrien, Tucker Andrews",15994.35
"and Ochoa Brown Patterson,",7204.21
"and Ochoa Collins Hawkins,",36672.38
"and Ochoa Sons",14415.58
"and Ochoa Weaver Moore,",25301.82
"and Ochoa Wright Brown,",10816.63
"and Oconnor Martin Wilson,",33355.51
"and Odom Sons",17241.17
"and Odonnell Williams Blake,",7776.12
"and Odonnell, Jordan Bryant",37128.72
"and Oliver Acevedo, Livingston",48155.26
"and Oliver Lewis, Smith",1704.84
"and Oliver Mcknight, Houston",22936.53
"and Oliver Sons",21144.68
"and Oliver Stevenson, Hill",50338.66
"and Oliver Warren, Trujillo",24617.78
"and Olsen Hinton, Mccoy",26201.76
"and Olsen Sons",31667.12
"and Olsen Wiggins, Collins",36151.59
"and Olson Decker Blair,",11878.43
"and Olson Edwards Davis,",20084.23
"and Olson Moore Simpson,",14229.80
"and Olson Morton, Alvarez",49148.50
"and Olson Sons",26655.53
"and Olson Williams, Harris",16895.19
"and Olson, Daniel Lyons",29922.08
"and Olson, Nguyen Rodriguez",46696.61
"and Olson, Williams Keller",42140.40
"and Oneal Harding Jones,",19691.80
"and Oneal Turner, Ross",8373.84
"and Oneill Lee Martinez,",49631.42
"and Oneill, Smith Herrera",47180.86
"and Orozco Greene, Decker",7067.22
